reporting_date,uniqueContID,ProductID,platform_identifier,confirmation_platform,counterparty_1_lei,counterparty_1_ID,counterparty_1_country,counterparty_2_lei,counterparty_2_name,counterparty_2_country,counterparty_2_sector,counterparty_2_rating,asset_class,contract_type,product_name,instrument_type,underlying_asset_type,underlying_id,underlying_name,cfi_code,isin,trade_date,effective_date,maturity_date,termination_date, notional_amount_leg1 ,notional_currency_leg1, notional_amount_leg2 ,notional_currency_leg2, price ,price_currency,fixed_rate_leg1,fixed_rate_leg2,floating_rate_index_leg1,floating_rate_index_leg2,spread_leg1_bps,spread_leg2_bps,payment_frequency_leg1,payment_frequency_leg2,day_count_leg1,day_count_leg2,buyer_lei,seller_lei,payer_leg1,receiver_leg1,direction,position_side,quantity,unit_of_measure,cleared,central_counterparty_lei,clearing_timestamp,settlement_date,settlement_currency,settlement_type,valuation_timestamp,valuation_amount,valuation_currency,valuation_method,valuation_source,collateralisation_category,collateral_portfolio_indicator,collateral_portfolio_code, initial_margin_posted , initial_margin_received , variation_margin_posted , variation_margin_received , excess_collateral_posted , excess_collateral_received ,margin_currency,option_type,option_style,strike_price,strike_currency,option_premium,premium_currency,premium_payment_date,expiry_date,reference_entity_lei,reference_entity_name,reference_obligation,seniority,credit_event,restructuring_clause,master_agreement_type,master_agreement_version,netting_set_id,margin_agreement_id,beneficiary_lei,broker_lei,clearing_member_lei
31/5/25,99999990027,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,M3GITAZVYV2V1ITUM450,Counterparty 281 Investments,CN,Insurance,B,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,SORA,SORA,SRXXXX,,14/6/25,16/6/25,14/6/35,,"1,300,000,000",HKD,,,0.039514,HKD,0.039514,,BBSW,,180.29,,Annual,,ACT/360,,254900F6KD0V3NHL4K90,M3GITAZVYV2V1ITUM450,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,,,Y,CMEGUS33XXX,2025-06-14T02:00:00,15/6/25,HKD,Physical,2025-06-16T19:00:00,"94,224,959",HKD,Mark-to-Market,Counterparty Statement,Uncollateralised,Y,CSA-6620,"18,003,267","27,626,315", -   ,"94,224,959","8,423,609","8,802,811",HKD,Call,Bermudan,76.1,HKD,10144778.9,HKD,16/6/25,1/6/35,,,,,,,ISDA,2018,NS-135,MA-227,,PWKCZV1GAGQO679O2X60,6JWB4GS0FHJWTV3N7454
31/5/25,99999990028,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,1ZBM21YANNREG8LXUM68,Counterparty 216 Capital,GB,Asset Manager,BBB,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,SGD/GBP,SGD/GBP,SFCXXX,,11/12/25,16/12/25,15/12/30,,"75,000,000",SGD,"81,161,541",GBP,1.447186,GBP,,,,,,,Monthly,Annual,ACT/360,,1ZBM21YANNREG8LXUM68,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,1ZBM21YANNREG8LXUM68,Sell,Short,,,N,,,13/12/25,SGD,Physical,2025-12-14T19:00:00,"5,024,191",SGD,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-3740,"1,327,879","1,512,248", -   ,"5,024,191","62,003","23,146",SGD,,,,,,,,,,,,,,,ISDA,2018,NS-102,MA-217,,,
31/5/25,99999990029,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,96HHR8X8C28N1GPTC243,Counterparty 456 Pte Ltd,DE,Corporate,BBB,Interest Rate,Option,Swaption,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,14/8/25,14/8/25,14/8/27,,"100,000,000",HKD,,,0.015434,HKD,0.015434,0.024426,SONIA,,129.06,,Monthly,,ACT/365,,254900F6KD0V3NHL4K90,96HHR8X8C28N1GPTC243,96HHR8X8C28N1GPTC243,96HHR8X8C28N1GPTC243,Buy,Short,,,N,,,15/8/25,HKD,Physical,2025-08-16T19:00:00,"-2,821,542",HKD,Mark-to-Model,Market Data Vendor,Uncollateralised,Y,CSA-8511,"2,112,161","868,000","2,821,542","1,970,977","634,841","697,289",HKD,Call,Bermudan,111.4746,HKD,3875701.46,HKD,16/8/25,28/7/27,,,,,,,ISDA,,NS-117,MA-220,96HHR8X8C28N1GPTC243,,
31/5/25,99999990030,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,VDCG3BHK23A1MITKRF93,Counterparty 469 Capital,IN,Bank,BB,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,JPY/HKD,JPY/HKD,SFCXXX,,13/2/25,15/2/25,15/2/26,,"400,000,000",JPY,"380,184,663",HKD,0.601304,HKD,,,,,,,Quarterly,Annual,30/360,,VDCG3BHK23A1MITKRF93,254900F6KD0V3NHL4K90,VDCG3BHK23A1MITKRF93,254900F6KD0V3NHL4K90,Sell,Long,,,Y,LCHLGB2LXXX,2025-02-13T02:00:00,14/2/25,JPY,Cash,2025-02-16T19:00:00,"-27,011,922",JPY,Mark-to-Market,Counterparty Statement,One-way CSA,N,CSA-8035,"7,124,154","6,233,331","27,011,922", -   ,"1,258,015","559,321",JPY,,,,,,,,,,,,,,,GMRA,1992,NS-115,MA-235,,,
31/5/25,99999990031,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,N76MZSDP5YHP5E7AXU26,Counterparty 496 Holdings,JP,Bank,AA,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,USD/AUD,USD/AUD,FFCXXX,,5/8/25,7/8/25,7/8/26,,"1,000,000",USD,," 1,707,095 ", 1.70710 ,AUD,,,,,,,Semi-Annual,,ACT/365,,N76MZSDP5YHP5E7AXU26,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,N76MZSDP5YHP5E7AXU26,Sell,Long,,,Y,LCHLGB2LXXX,2025-08-05T08:00:00,7/8/25,USD,Physical,2025-08-05T19:00:00,"1,058",USD,Mark-to-Model,Internal Model,One-way CSA,Y,CSA-7024,"18,857","15,031", -   ,"1,649","1,573","7,733",USD,,,,,,,,,,,,,,,None,1992,NS-114,MA-247,N76MZSDP5YHP5E7AXU26,,DTLHAIAK5W77QKXIRH13
31/5/25,99999990032,99990001,Bilateral,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,C4XYJLC90OUP0UREXH74,Counterparty 789 Pte Ltd,US,Insurance,AAA,Equity,Option,Equity Option,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,OESXXX,US0253645471,3/4/25,4/4/25,4/7/25,,"50,000,000",CNH,,,227.102,CNH,,,,,,,Quarterly,,ACT/365,,5493001KJTIIGC8Y1R12,C4XYJLC90OUP0UREXH74,5493001KJTIIGC8Y1R12,C4XYJLC90OUP0UREXH74,Buy,Short,403879,Barrels,Y,CMEGUS33XXX,2025-04-03T08:00:00,5/4/25,CNH,Physical,2025-04-03T19:00:00,"-2,795,469",CNH,Mark-to-Model,Market Data Vendor,Uncollateralised,Y,CSA-3582,"1,398,596","35,865","2,795,469", -   ,"403,798","152,107",CNH,Call,European,212.2627,CNH,689197.63,CNH,5/4/25,28/6/25,,,,,,,ISDA,2002,NS-122,MA-225,,,D1IPSQUZUU2ROEMIGJ23
31/5/25,99999990033,99990001,MTF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,Z299PG3GIHADOIMZXF84,Counterparty 700 Capital,CN,Broker Dealer,B,Interest Rate,Swap,Overnight Index Swap,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,22/2/26,22/2/26,24/5/26,,"6,000,000",CNH,,,0.053055,CNH,0.053055,0.061393,SOFR,,0.4,,Monthly,,ACT/365,,Z299PG3GIHADOIMZXF84,5493001KJTIIGC8Y1R12,Z299PG3GIHADOIMZXF84,Z299PG3GIHADOIMZXF84,Sell,Short,,,N,,,23/2/26,CNH,Physical,2026-02-23T19:00:00,"308,818",CNH,Mark-to-Model,Market Data Vendor,Fully Collateralised,Y,CSA-1427,"71,100","5,307", -   ,"308,818","19,133","13,141",CNH,,,,,,,,,,,,,,,GMRA,1992,NS-151,MA-230,,,
31/5/25,99999990034,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,GPPR8DOYWLLPUWBWJM73,Counterparty 655 Capital,CN,Sovereign,BB,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,GBP/AUD,GBP/AUD,SFCXXX,,1/4/25,6/4/25,6/7/25,,"2,000,000",GBP,"2,037,028",AUD,0.841757,AUD,,,,,,,Quarterly,Monthly,30/360,,5493001KJTIIGC8Y1R12,GPPR8DOYWLLPUWBWJM73,GPPR8DOYWLLPUWBWJM73,5493001KJTIIGC8Y1R12,Buy,Short,,,Y,CMEGUS33XXX,2025-04-01T08:00:00,2/4/25,GBP,Cash,2025-04-01T19:00:00,"-50,957",GBP,Mark-to-Model,Internal Model,Partially Collateralised,Y,CSA-6742,"10,648","48,145","2,382", -   ,"5,133","2,161",GBP,,,,,,,,,,,,,,,ISDA,1992,NS-124,MA-228,,LYTSILAZCLUOG5JVEP54,
31/5/25,99999990035,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,YW8YG4OK2ECSBUQGEV31,Counterparty 484 Bank,FR,Sovereign,A,Interest Rate,Option,Swaption,OTC Derivative,Interest Rate,EURIBOR,EURIBOR,SRXXXX,,11/1/26,11/1/26,12/7/26,,"300,000,000",USD,,,0.012319,USD,0.012319,0.015347,SORA,,72.78,,Quarterly,,ACT/365,,YW8YG4OK2ECSBUQGEV31,254900F6KD0V3NHL4K90,YW8YG4OK2ECSBUQGEV31,YW8YG4OK2ECSBUQGEV31,Sell,Short,,,N,,,13/1/26,USD,Cash,2026-01-14T19:00:00,"7,708,699",USD,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-4706,"2,676,606","863,243", -   ,"7,708,699","2,511,236","1,692,740",USD,Call,Bermudan,173.5177,USD,1302775.55,USD,13/1/26,6/5/26,,,,,,,GMRA,,NS-148,MA-237,YW8YG4OK2ECSBUQGEV31,,
31/5/25,99999990036,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,84P4TFZC67JH2LKNMI15,Counterparty 533 Pte Ltd,FR,Asset Manager,A,Equity,Forward,Equity Forward,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,SESXXX,US5859075711,17/12/25,22/12/25,22/12/27,,"300,000,000",AUD,,,150.3166,AUD,,,,,,,At Maturity,,ACT/360,,254900F6KD0V3NHL4K90,84P4TFZC67JH2LKNMI15,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,71120,Metric Tonnes,Y,CMEGUS33XXX,2025-12-17T01:00:00,18/12/25,AUD,Cash,2025-12-19T19:00:00,"20,396,552",AUD,Mark-to-Market,Internal Model,Uncollateralised,Y,CSA-1541,"5,064,154","908,914", -   ,"20,396,552","1,369,346","2,754,093",AUD,,,,,,,,,,,,,,,None,2002,NS-117,MA-223,84P4TFZC67JH2LKNMI15,,R5GOIT2UR0FM2N057X17
31/5/25,99999990037,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,PX52L49WWKQFSBYDKN38,Counterparty 762 Bank,US,Asset Manager,A,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,USD/JPY,USD/JPY,FFCXXX,,14/12/25,15/12/25,14/12/28,,"12,000,000",USD,," 7,321,872 ", 0.61016 ,JPY,,,,,,,Semi-Annual,,30/360,,PX52L49WWKQFSBYDKN38,5493001KJTIIGC8Y1R12,PX52L49WWKQFSBYDKN38,5493001KJTIIGC8Y1R12,Sell,Short,,,N,,,16/12/25,USD,Cash,2025-12-14T19:00:00,"208,020",USD,Mark-to-Market,Counterparty Statement,Partially Collateralised,Y,CSA-7620,"339,482","256,587","66,091","204,381","79,264","81,691",USD,,,,,,,,,,,,,,,None,1992,NS-141,MA-231,,,
31/5/25,99999990038,99990001,OTC,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,MVO84W6TK9LSG4IQ9L97,Counterparty 443 Pte Ltd,HK,Broker Dealer,AA,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,AUD/EUR,AUD/EUR,SFCXXX,,25/4/25,27/4/25,27/4/27,,"95,000,000",AUD,"81,304,400",EUR,0.685459,EUR,0.031909,,HIBOR,BBSW,125.07,233.29,Monthly,Quarterly,ACT/360,30/360,5493001KJTIIGC8Y1R12,MVO84W6TK9LSG4IQ9L97,MVO84W6TK9LSG4IQ9L97,MVO84W6TK9LSG4IQ9L97,Buy,Long,,,N,,,27/4/25,AUD,Physical,2025-04-28T19:00:00,"7,256",AUD,Mark-to-Model,Internal Model,Uncollateralised,Y,CSA-5885,"2,472,369","1,087,757", -   ,"7,256","901,040","433,130",AUD,,,,,,,,,,,,,,,None,2018,NS-127,MA-256,,FI11Z14YAC8MXAU7MB96,
31/5/25,99999990039,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,MKZBOOINB6KHXCYQ8D86,Counterparty 149 Pte Ltd,SG,Bank,B,Interest Rate,Option,Swaption,OTC Derivative,Interest Rate,SORA,SORA,SRXXXX,,2/12/25,2/12/25,3/3/26,,"18,000,000",CNH,,,0.015343,CNH,0.015343,,SOFR,,40.33,,Annual,,30/360,,254900F6KD0V3NHL4K90,MKZBOOINB6KHXCYQ8D86,MKZBOOINB6KHXCYQ8D86,254900F6KD0V3NHL4K90,Buy,Long,,,Y,CMEGUS33XXX,2025-12-02T02:00:00,3/12/25,CNH,Cash,2025-12-05T19:00:00,"467,951",CNH,Mark-to-Market,Internal Model,Uncollateralised,N,CSA-8908,"145,788","327,043", -   ,"37,769","144,408","122,111",CNH,Call,Bermudan,107.3427,CNH,269736.44,CNH,4/12/25,9/12/25,,,,,,,ISDA,2002,NS-130,MA-258,MKZBOOINB6KHXCYQ8D86,5JF6EGQO3SQ3DGLCSX96,HGCAIKVW2RFXVLHZZ344
31/5/25,99999990040,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,QUA7OV77G1P4WYJ9DA92,Counterparty 260 Holdings,JP,Fund,BBB,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,AUD/SGD,AUD/SGD,FFCXXX,,30/8/25,4/9/25,4/9/26,,"45,000,000",AUD,," 56,726,775 ", 1.26060 ,SGD,,,,,,,Semi-Annual,,30/360,,QUA7OV77G1P4WYJ9DA92,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,QUA7OV77G1P4WYJ9DA92,Sell,Short,,,Y,LCHLGB2LXXX,2025-08-30T04:00:00,31/8/25,AUD,Physical,2025-09-02T19:00:00,"-696,406",AUD,Mark-to-Market,Counterparty Statement,Fully Collateralised,Y,CSA-7790,"317,250","619,778","403,289","402,361","20,925","284,958",AUD,,,,,,,,,,,,,,,None,1992,NS-149,MA-257,,,X2HGOAVWS97XGCK5I023
31/5/25,99999990041,99990001,Bilateral,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,5A7D9146LLIGYU6Y0P45,Counterparty 507 Capital,DE,Broker Dealer,AAA,Foreign Exchange,Option,FX Option,OTC Derivative,Currency Pair,JPY/CNH,JPY/CNH,SFCXXX,,1/6/25,6/6/25,6/6/26,,"900,000,000",JPY,,,1.454249,CNH,,,,,,,Semi-Annual,,30/360,,5493001KJTIIGC8Y1R12,5A7D9146LLIGYU6Y0P45,5A7D9146LLIGYU6Y0P45,5493001KJTIIGC8Y1R12,Buy,Short,,,N,,,2/6/25,JPY,Physical,2025-06-04T19:00:00,"-43,071,972",JPY,Mark-to-Model,Counterparty Statement,Uncollateralised,Y,CSA-5117,"16,852,525","7,845,646","43,071,972", -   ,"1,827,785","7,819,650",JPY,Put,European,1.684932,CNH,25632480.32,JPY,3/6/25,10/3/26,,,,,,,None,2018,NS-148,MA-237,,KSQJDSN8CW2G9O9YP699,
31/5/25,99999990042,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,S2LELL6HYC1R9QIKQA52,Counterparty 577 Bank,US,Corporate,A,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,22/1/25,23/1/25,22/1/30,,"360,000,000",CNH,,,0.035337,CNH,0.035337,,TONAR,,-29.55,,Semi-Annual,,30/360,,5493001KJTIIGC8Y1R12,S2LELL6HYC1R9QIKQA52,S2LELL6HYC1R9QIKQA52,S2LELL6HYC1R9QIKQA52,Buy,Long,,,Y,CMEGUS33XXX,2025-01-22T05:00:00,23/1/25,CNH,Cash,2025-01-24T19:00:00,"-4,842,360",CNH,Mark-to-Model,Counterparty Statement,Uncollateralised,Y,CSA-3742,"5,799,988","993,012","4,842,360", -   ,"3,497,864","2,783,947",CNH,Call,Bermudan,35.0585,CNH,9771505.17,CNH,24/1/25,6/12/29,,,,,,,ISDA,,NS-153,MA-206,,,
31/5/25,99999990043,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,JB3VCFEDLQ9EOQ0Y2Z65,Counterparty 423 Pte Ltd,SG,Insurance,BB,Credit,Swap,Index CDS,OTC Derivative,Credit Index,iTraxx Europe,iTraxx Europe,SCXXXX,,20/7/25,20/7/25,19/10/25,,"80,000,000",SGD,,,197.71,SGD,,,,,,,Monthly,,ACT/365,,JB3VCFEDLQ9EOQ0Y2Z65,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,,,Y,CMEGUS33XXX,2025-07-20T06:00:00,21/7/25,SGD,Physical,2025-07-20T19:00:00,"3,395,510",SGD,Mark-to-Market,Counterparty Statement,Partially Collateralised,Y,CSA-5671,"1,050,423","948,272", -   ,"3,395,510","495,613","720,095",SGD,,,,,,,,,,iTraxx Europe,Senior Bond 2032,Subordinated,Failure to Pay,MR,None,2018,NS-144,MA-237,,,NWN06JKLOQMHLD939E47
31/5/25,99999990044,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,KAUPO1RXIV432WT59G32,Counterparty 761 Holdings,GB,Insurance,BB,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,SGD/HKD,SGD/HKD,FFCXXX,,12/2/25,14/2/25,14/2/26,,"1,000,000",SGD,," 1,357,952 ", 1.35795 ,HKD,,,,,,,Annual,,ACT/365,,KAUPO1RXIV432WT59G32,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Sell,Long,,,N,,,13/2/25,SGD,Cash,2025-02-14T19:00:00,"43,072",SGD,Mark-to-Model,Market Data Vendor,Partially Collateralised,Y,CSA-4387,"6,383","1,100", -   ,"10,794","5,179","7,915",SGD,,,,,,,,,,,,,,,GMRA,,NS-158,MA-229,,,
31/5/25,99999990045,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,7RQ8LYYXE7QYO7ZWW571,Counterparty 718 Pte Ltd,HK,Bank,AA,Commodity,Option,Commodity Option,OTC Derivative,Commodity,WTI_CRUDE_OIL,WTI Crude Oil,OCXXXX,,15/9/25,16/9/25,14/9/35,,"450,000,000",SGD,,,103.3113,SGD,,,,,,,Quarterly,,ACT/360,,5493001KJTIIGC8Y1R12,7RQ8LYYXE7QYO7ZWW571,7RQ8LYYXE7QYO7ZWW571,5493001KJTIIGC8Y1R12,Buy,Long,326743,Metric Tonnes,Y,LCHLGB2LXXX,2025-09-15T05:00:00,16/9/25,SGD,Cash,2025-09-16T19:00:00,"11,599,894",SGD,Mark-to-Model,Market Data Vendor,Uncollateralised,Y,CSA-7196,"5,597,285","4,458,034", -   ,"11,599,894","1,734,578","488,566",SGD,Call,Bermudan,217.7061,SGD,9301509.68,SGD,17/9/25,10/7/35,,,,,,,GMRA,2002,NS-138,MA-206,,,
31/5/25,99999990046,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,F4I8A170XC71O4YWG127,Counterparty 360 Investments,AU,Fund,B,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,JPY/SGD,JPY/SGD,FFCXXX,,29/1/26,30/1/26,31/7/26,,"1,000,000",JPY,," 741,394 ", 0.74139 ,SGD,,,,,,,Monthly,,ACT/365,,5493001KJTIIGC8Y1R12,F4I8A170XC71O4YWG127,5493001KJTIIGC8Y1R12,F4I8A170XC71O4YWG127,Buy,Long,,,N,,,31/1/26,JPY,Physical,2026-02-01T19:00:00,"-19,995",JPY,Mark-to-Model,Counterparty Statement,Fully Collateralised,Y,CSA-3871,"6,163","24,129","19,995", -   ,"6,403","4,390",JPY,,,,,,,,,,,,,,,ISDA,2018,NS-112,MA-202,,HO2KGN6ZV9DKYAFJ4121,
31/5/25,99999990047,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,CXPAKFRZWZZM7AEF9S81,Counterparty 696 Capital,HK,Bank,BBB,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,HKD/JPY,HKD/JPY,SFCXXX,,28/6/25,30/6/25,30/6/27,,"9,000,000",HKD,"6,952,719",JPY,1.270357,JPY,,,,,,,Monthly,At Maturity,ACT/360,,CXPAKFRZWZZM7AEF9S81,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,CXPAKFRZWZZM7AEF9S81,Sell,Short,,,N,,,29/6/25,HKD,Cash,2025-07-01T19:00:00,"-230,449",HKD,Mark-to-Market,Market Data Vendor,Partially Collateralised,Y,CSA-4965,"31,592","138,587","230,449", -   ,"78,547","18,610",HKD,,,,,,,,,,,,,,,ISDA,2002,NS-153,MA-239,,,
31/5/25,99999990048,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,A8C4XU5R5L6RZOID7171,Counterparty 653 Pte Ltd,GB,Fund,B,Interest Rate,Swap,Interest Rate Swap,OTC Derivative,Interest Rate,SOFR,SOFR,SRXXXX,,16/9/25,18/9/25,16/9/32,,"300,000,000",SGD,,,0.044631,SGD,0.044631,,SOFR,SONIA,58.48,208.55,Semi-Annual,Semi-Annual,ACT/365,ACT/365,254900F6KD0V3NHL4K90,A8C4XU5R5L6RZOID7171,A8C4XU5R5L6RZOID7171,254900F6KD0V3NHL4K90,Buy,Short,,,Y,LCHLGB2LXXX,2025-09-16T06:00:00,17/9/25,SGD,Cash,2025-09-19T19:00:00,"2,331,043",SGD,Mark-to-Model,Internal Model,Fully Collateralised,Y,CSA-9821,"2,134,252","4,242,108", -   ,"2,331,043","523,617","2,340,927",SGD,,,,,,,,,,,,,,,GMRA,2018,NS-143,MA-232,A8C4XU5R5L6RZOID7171,,5I78U5TQ9DZGKDNQ4G67
31/5/25,99999990049,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,S3JKV0ZEFKVOUUSRZR66,Counterparty 899 Capital,AU,Fund,A,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,USD/EUR,USD/EUR,FFCXXX,,19/1/26,24/1/26,22/1/33,,"400,000,000",USD,," 691,410,000 ", 1.72853 ,EUR,,,,,,,At Maturity,,ACT/365,,254900F6KD0V3NHL4K90,S3JKV0ZEFKVOUUSRZR66,S3JKV0ZEFKVOUUSRZR66,S3JKV0ZEFKVOUUSRZR66,Buy,Long,,,N,,,20/1/26,USD,Physical,2026-01-20T19:00:00,"-18,523,425",USD,Mark-to-Model,Counterparty Statement,Fully Collateralised,N,CSA-8891,"4,764,547","1,146,645","3,785,486", -   ,"2,158,672","3,218,831",USD,,,,,,,,,,,,,,,GMRA,2018,NS-123,MA-226,,,
31/5/25,99999990050,99990001,MTF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,WS48A54TA1SOA9XM0965,Counterparty 504 Bank,AU,Corporate,A,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,HIBOR,HIBOR,SRXXXX,,26/3/25,31/3/25,29/3/32,,"400,000,000",SGD,,,0.059372,SGD,0.059372,,BBSW,,31.56,,Semi-Annual,,ACT/365,,WS48A54TA1SOA9XM0965,5493001KJTIIGC8Y1R12,WS48A54TA1SOA9XM0965,WS48A54TA1SOA9XM0965,Sell,Long,,,N,,,27/3/25,SGD,Cash,2025-03-28T19:00:00,"-5,574,152",SGD,Mark-to-Market,Market Data Vendor,One-way CSA,Y,CSA-9899,"10,241,784","2,188,886","5,574,152", -   ,"1,880,587","768,769",SGD,Put,American,210.498,SGD,2302600.28,SGD,28/3/25,5/1/32,,,,,,,None,2002,NS-124,MA-249,,,
31/5/25,99999990051,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,G7N4YTUKC97HQ4TMXD95,Counterparty 323 Pte Ltd,DE,Asset Manager,B,Commodity,Swap,Commodity Swap,OTC Derivative,Commodity,BRENT_CRUDE_OIL,Brent Crude Oil,SCXXXX,,2/5/25,7/5/25,6/5/30,,"13,000,000",JPY,,,242.832,JPY,,,,,,,Annual,,30/360,,G7N4YTUKC97HQ4TMXD95,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,G7N4YTUKC97HQ4TMXD95,Sell,Short,99498,Metric Tonnes,N,,,3/5/25,JPY,Cash,2025-05-03T19:00:00,"391,886",JPY,Mark-to-Model,Market Data Vendor,One-way CSA,N,CSA-3627,"60,447","300,611", -   ,"391,886","8,954","20,153",JPY,,,,,,,,,,,,,,,GMRA,2018,NS-134,MA-223,G7N4YTUKC97HQ4TMXD95,,
31/5/25,99999990052,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BXPUE8YM759JSU0UHG76,Counterparty 774 Pte Ltd,JP,Insurance,BBB,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,SGD/JPY,SGD/JPY,SFCXXX,,24/1/25,25/1/25,25/1/26,,"8,000,000",SGD,"5,378,176",JPY,0.658903,JPY,0.026787,,EURIBOR,TONAR,137.19,127.09,Quarterly,At Maturity,30/360,ACT/360,5493001KJTIIGC8Y1R12,BXPUE8YM759JSU0UHG76,BXPUE8YM759JSU0UHG76,5493001KJTIIGC8Y1R12,Buy,Long,,,N,,,25/1/25,SGD,Physical,2025-01-25T19:00:00,"135,621",SGD,Mark-to-Model,Counterparty Statement,One-way CSA,Y,CSA-3733,"17,010","223,251", -   ,"135,621","63,397","43,997",SGD,,,,,,,,,,,,,,,None,2018,NS-142,MA-210,,,
31/5/25,99999990053,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,9UX01UP8NY9QX22ZAC46,Counterparty 710 Pte Ltd,IN,Corporate,AAA,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,GBP/SGD,GBP/SGD,FFCXXX,,24/9/25,25/9/25,24/9/28,,"1,100,000,000",GBP,," 1,745,485,500 ", 1.58681 ,SGD,,,,,,,Annual,,ACT/365,,254900F6KD0V3NHL4K90,9UX01UP8NY9QX22ZAC46,9UX01UP8NY9QX22ZAC46,254900F6KD0V3NHL4K90,Buy,Long,,,Y,CMEGUS33XXX,2025-09-24T04:00:00,25/9/25,GBP,Physical,2025-09-26T19:00:00,"-71,405,466",GBP,Mark-to-Model,Market Data Vendor,Partially Collateralised,Y,CSA-6507,"15,192,204","5,151,535","71,405,466","5,496,852","907,996","6,285,847",GBP,,,,,,,,,,,,,,,ISDA,,NS-116,MA-205,,,10HOAYDT7CU8JU6OJD96
